step_id,user_id,submission_code,is_passed,timestamp
1,1,"public TYPE_1 comment ( String id ) { throw new TYPE_2 ( ) ; }",False,0
1,1,"public TYPE_1 comment ( String id ) throws RestApiException { throw new TYPE_2 ( ) ; }",True,1
1,2,"public synchronized static Map < String , String > METHOD_1 ( ) { return VAR_1 ; }",False,0
1,2,"public static Map < String , String > METHOD_1 ( ) { return VAR_1 ; }",True,1
1,3,"protected TYPE_1 METHOD_1 ( TYPE_2 < TYPE_3 > repo , RevCommit commit ) throws Exception { return METHOD_2 ( repo , commit , null , null , null ) ; }",False,0
1,3,"protected TYPE_1 METHOD_1 ( TYPE_2 < TYPE_3 > repo , RevCommit commit ) throws Exception { return METHOD_2 ( repo , commit , null , null , null , false ) ; }",True,1
1,4,"public void METHOD_1 ( boolean VAR_1 , String VAR_2 ) { VAR_3 . METHOD_2 ( VAR_1 ) ; VAR_3 . METHOD_3 ( VAR_1 ) ; if ( ! VAR_1 ) { VAR_4 . METHOD_4 ( VAR_2 ) ; } }",False,0
1,4,"public void METHOD_1 ( boolean VAR_1 , String VAR_2 ) { VAR_3 . METHOD_3 ( VAR_1 ) ; if ( ! VAR_1 ) { VAR_4 . METHOD_4 ( VAR_2 ) ; } }",True,1
1,5,"public void METHOD_1 ( Guid value ) { VAR_1 = new TYPE_1 < Guid > ( ) ; VAR_1 . add ( value ) ; }",False,0
1,5,"public void METHOD_1 ( Guid value ) { VAR_1 = new TYPE_1 < > ( ) ; VAR_1 . add ( value ) ; }",True,1
1,6,"protected boolean validate ( ) { if ( ! super . validate ( ) ) { return false ; } if ( METHOD_1 ( ) == null ) { return METHOD_2 ( VAR_1 ) ; } return true ; }",False,0
1,6,"protected boolean validate ( ) { if ( ! super . validate ( ) ) { return false ; } if ( METHOD_1 ( ) == null ) { return failValidation ( VAR_1 ) ; } return true ; }",True,1
1,7,"public void METHOD_1 ( ) throws OrmException , TYPE_1 { METHOD_2 ( ) . update ( VAR_1 ) ; }",False,0
1,7,"public void METHOD_1 ( ) throws OrmException { METHOD_2 ( ) . update ( VAR_1 ) ; }",True,1
1,8,"public static boolean METHOD_1 ( TYPE_1 version ) { return ( Boolean ) METHOD_2 ( VAR_1 , version . toString ( ) ) ; }",False,0
1,8,"public boolean METHOD_1 ( TYPE_1 version ) { return ( Boolean ) METHOD_2 ( VAR_1 , version . toString ( ) ) ; }",True,1
1,9,"protected void METHOD_1 ( ) throws HyracksDataException { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ) ; VAR_1 . create ( ) ; VAR_1 . METHOD_4 ( ) ; }",False,0
1,9,"public void METHOD_1 ( ) throws HyracksDataException { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ) ; VAR_1 . create ( ) ; VAR_1 . METHOD_4 ( ) ; }",True,1
1,10,"public TYPE_1 METHOD_1 ( ) { VAR_1 . println ( STRING_1 ) ; return VAR_2 ; }",False,0
1,10,"public TYPE_1 METHOD_1 ( ) { return VAR_2 ; }",True,1
1,11,"public static TYPE_1 METHOD_1 ( int changeId , String VAR_1 ) { return change ( changeId ) . view ( STRING_1 ) . id ( VAR_1 ) ; }",False,0
1,11,"public static TYPE_1 METHOD_1 ( return change ( project , changeId ) . view ( STRING_1 ) . id ( VAR_1 ) ; }",True,1
1,12,"protected void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { if ( VAR_1 . METHOD_2 ( ) == null ) { VAR_1 . METHOD_3 ( new ArrayList < TYPE_2 > ( ) ) ; } VAR_1 . METHOD_2 ( ) . add ( VAR_2 ) ; }",False,0
1,12,"protected void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { if ( VAR_1 . METHOD_2 ( ) == null ) { VAR_1 . METHOD_3 ( new ArrayList < > ( ) ) ; } VAR_1 . METHOD_2 ( ) . add ( VAR_2 ) ; }",True,1
1,13,"public void METHOD_1 ( String [ ] VAR_1 ) throws RemoteException { }",False,0
1,13,"public void METHOD_1 ( String [ ] VAR_1 ) { }",True,1
1,14,"public ChangeInfo get ( ) { throw new TYPE_1 ( ) ; }",False,0
1,14,"public ChangeInfo get ( ) throws RestApiException { throw new TYPE_1 ( ) ; }",True,1
1,15,"protected boolean validate ( ) { if ( METHOD_1 ( ) == null ) { METHOD_2 ( VAR_1 ) ; return false ; } if ( ! super . validate ( ) ) { return false ; } return true ; }",False,0
1,15,"protected boolean validate ( ) { if ( METHOD_1 ( ) == null ) { addValidationMessage ( VAR_1 ) ; return false ; } if ( ! super . validate ( ) ) { return false ; } return true ; }",True,1
1,16,"private void METHOD_1 ( ) { METHOD_2 ( ) . METHOD_3 ( ( Boolean ) METHOD_4 ( ) . getEntity ( ) ) ; METHOD_5 ( ) ; }",False,0
1,16,"private void METHOD_1 ( ) { METHOD_2 ( ) . METHOD_3 ( METHOD_4 ( ) . getEntity ( ) ) ; METHOD_5 ( ) ; }",True,1
1,17,"public void METHOD_1 ( int VAR_1 ) { VAR_2 = VAR_1 ; }",False,0
1,17,"public void METHOD_1 ( VAR_2 = VAR_1 ; }",True,1
1,18,"public void METHOD_1 ( Integer VAR_1 ) { this . VAR_1 = VAR_1 . METHOD_2 ( ) ; }",False,0
1,18,"public void METHOD_1 ( Integer VAR_1 ) { this . VAR_1 = VAR_1 ; }",True,1
1,19,"public void METHOD_1 ( TYPE_1 [ ] VAR_1 ) { for ( int i = 0 ; i < VAR_2 ; i ++ ) { VAR_3 [ i ] = VAR_1 [ i ] . METHOD_2 ( ) ; } }",False,0
1,19,"public void METHOD_1 ( TYPE_1 [ ] VAR_1 ) { for ( int i = 0 ; i < VAR_2 ; i ++ ) { VAR_3 [ i ] = VAR_1 [ i ] ; } }",True,1
1,20,"protected TYPE_1 METHOD_1 ( ) { if ( VAR_1 == null ) { VAR_1 = METHOD_2 ( ) . get ( ( Guid ) getParameters ( ) . METHOD_3 ( ) ) ; } return VAR_1 ; }",False,0
1,20,"protected TYPE_1 METHOD_1 ( ) { if ( VAR_1 == null ) { VAR_1 = METHOD_2 ( ) . get ( getParameters ( ) . METHOD_3 ( ) ) ; } return VAR_1 ; }",True,1
